"型号品名";"规格";"加工要求";"单位";"进货价";"销售价";"类别";"品牌";"goodsID"
"MCK1-020床垫";"120*190*23";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"6163"
"MCK2-031薄款乳胶床垫";"148*200*5";;"张";"0.00";"6536.00";"床垫";"慕思.凯奇";"8097"
"MCK1-001A全3D椰维康床垫";"149*185*8";;"张";"0.00";"4062.00";"床垫";"慕思.凯奇";"8214"
"MCK1-051标准弹簧床垫";"200*220*23";;"张";"2007.00";"5588.00";"床垫";"慕思.凯奇";"4446"
"MCK4-010进口七区纯乳胶床垫";"90*200*16";;"张";"3238.00";"10652.00";"床垫";"慕思.凯奇";"819"
"MCK1-009圆形护脊连体弹簧床垫";"D=200*27";;"张";"2555.00";"8413.00";"床垫";"慕思.凯奇";"848"
"MCK3-053床垫";"180*200*28";;"张";"0.00";"5254.00";"床垫";"慕思.凯奇";"5267"
"MCK5-060乳胶+独立筒床垫";"200*220*20";;"张";"0.00";"23298.00";"床垫";"慕思.凯奇";"4002"
"MCK3-023乳胶独立筒弹簧床垫";"180*200*24";"总仓库存";"张";"2867.00";"11705.00";"床垫";"慕思.凯奇";"2031"
"MCK1-001A全3D椰维康床垫";"148*195*8";;"张";"0.00";"4403.00";"床垫";"慕思.凯奇";"4009"
"MCK3-053床垫";"150*190*26";;"张";"0.00";"4468.00";"床垫";"慕思.凯奇";"7320"
"MCK1-001护脊连体弹簧床垫";"180*200*14";;"张";"0.00";"4018.00";"床垫";"慕思.凯奇";"5853"
"MCK5-030乳胶双层独立筒弹簧床垫";"180*200*26";;"张";"5522.28";"24610.00";"床垫";"慕思.凯奇";"2813"
"MCK3-052大独立筒弹簧床垫";"180*200*21";;"张";"0.00";"7933.00";"床垫";"慕思.凯奇";"5826"
"MCK2-031薄款乳胶床垫";"150*200*5";;"张";"1969.00";"6173.00";"床垫";"慕思.凯奇";"5906"
"MCK1-001A全3D椰维康床垫";"155*197*8";;"张";"0.00";"4779.00";"床垫";"慕思.凯奇";"7554"
"MCK3-006六面乳胶独立筒弹簧床垫";"180*200*16";"居然摆场";"张";"4327.00";"16447.00";"床垫";"慕思.凯奇";"2370"
"CK-BC-MCK5-059床垫小样";"51*57*25";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"4509"
"MCK5-060独立筒乳胶床垫";"180*200*20";;"张";"5153.00";"19859.00";"床垫";"慕思.凯奇";"2454"
"MCK1-001护脊连体弹簧单面加2CM床垫";"200*220*27";;"张";"0.00";"7018.00";"床垫";"慕思.凯奇";"6419"
"MCK1-051标准弹簧床垫";"135*190*13";;"张";"0.00";"3655.00";"床垫";"慕思.凯奇";"7482"
"MCK1-001护脊连体弹簧床垫";"180*190*22";;"张";"1223.64";"3828.00";"床垫";"慕思.凯奇";"3158"
"MCK1-001护脊连体弹簧床垫";"120*200*26";;"张";"0.00";"3415.00";"床垫";"慕思.凯奇";"5101"
"MCK3-029七区乳胶独立筒弹簧床垫";"180*200*19";;"张";"2670.00";"8797.00";"床垫";"慕思.凯奇";"840"
"MCK1-001A全3D椰维康床垫";"159*198*8";;"张";"0.00";"4779.00";"床垫";"慕思.凯奇";"6792"
"MCK6-001凝胶床垫";"180*200*24";;"张";"12404.00";"36888.00";"床垫";"慕思.凯奇";"5279"
"MCK3-003独立筒弹簧床垫";"180*200*22";"加硬/旧价格，客户退换货";"张";"2407.00";"8732.00";"床垫";"慕思.凯奇";"2195"
"MCK3-038独立筒弹簧床垫";"180*200*19";;"张";"0.00";"5999.00";"床垫";"慕思.凯奇";"6540"
"MCK1-001护脊连体弹簧单面加2CM床垫";"150*190*22";;"张";"1277.00";"4405.00";"床垫";"慕思.凯奇";"2070"
"MCK1-051标准弹簧床垫";"180*200*26";;"张";"0.00";"4943.00";"床垫";"慕思.凯奇";"6487"
"MCK1-001护脊连体弹簧床垫";"200*220*22";;"张";"1936.00";"5223.00";"床垫";"慕思.凯奇";"809"
"MCK1-020清透棉连体弹簧床垫";"150*200*23";;"张";"2026.00";"7003.00";"床垫";"慕思.凯奇";"825"
"MCK1-001A全3D椰维康床垫";"150*200*5";;"张";"1141.00";"3078.00";"床垫";"慕思.凯奇";"856"
"MCK3-053床垫";"150*200*18";;"张";"0.00";"3885.00";"床垫";"慕思.凯奇";"6308"
"MCK1-051标准弹簧床垫";"210*230*13";"折叠";"张";"0.00";"6716.00";"床垫";"慕思.凯奇";"7946"
"MCK1-001护脊连体弹簧床垫";"137*183*12";;"张";"1009.40";"3389.00";"床垫";"慕思.凯奇";"3724"
"MCK5-032乳胶超微独立筒弹簧床垫";"120*200*9";;"张";"2105.00";"6602.00";"床垫";"慕思.凯奇";"6846"
"MCK3-026独立筒弹簧床垫";"180*200*23";"居然摆场";"张";"2109.00";"6806.00";"床垫";"慕思.凯奇";"2375"
"MCK1-001A全3D椰维康床垫";"100*200*5";;"张";"0.00";"2535.00";"床垫";"慕思.凯奇";"6083"
"MCK3-053床垫";"180*195*14";;"张";"0.00";"4569.00";"床垫";"慕思.凯奇";"8253"
"6B床垫";"180*200";"2011年客户的退货";"张";"0.00";"14952.00";"床垫";"慕思.凯奇";"5009"
"MCK1-001护脊连体弹簧床垫";"155*235*12";;"张";"0.00";"4420.00";"床垫";"慕思.凯奇";"6851"
"MCK3-038独立筒弹簧床垫";"180*200*23";;"张";"1746.98";"5999.00";"床垫";"慕思.凯奇";"2985"
"MCK2-031薄款乳胶床垫";"128*282*5";;"张";"0.00";"9818.00";"床垫";"慕思.凯奇";"7740"
"MCK1-001A全3D椰维康床垫";"149*213*8";;"张";"0.00";"4779.00";"床垫";"慕思.凯奇";"8094"
"MCK1-051标准弹簧床垫";"180*200*23";;"张";"1544.00";"4298.00";"床垫";"慕思.凯奇";"4103"
"MCK4-008进口七区纯乳胶床垫";"90*200*16";;"张";"6274.00";"10543.00";"床垫";"慕思.凯奇";"6984"
"MCK1-009圆形护脊连体弹簧床垫";"D=190*27";;"张";"2555.00";"8413.00";"床垫";"慕思.凯奇";"847"
"MCK3-053床垫";"198*195*22";;"张";"0.00";"5482.00";"床垫";"慕思.凯奇";"5205"
"MCK5-060乳胶+独立筒床垫";"200*220*16";;"张";"7153.00";"0.00";"床垫";"慕思.凯奇";"3685"
"MCK3-023乳胶独立筒弹簧床垫";"180*200*24";;"张";"3455.00";"11705.00";"床垫";"慕思.凯奇";"1883"
"MCK1-001A全3D椰维康床垫";"120*190*5";;"张";"835.94";"2535.00";"床垫";"慕思.凯奇";"3486"
"MCK3-053床垫";"130*194*16";;"张";"0.00";"3885.00";"床垫";"慕思.凯奇";"7201"
"23B床垫";"180*200*22";;"张";"0.00";"10641.00";"床垫";"慕思.凯奇";"6377"
"MCK1-001护脊连体弹簧床垫";"130*200*12";;"张";"0.00";"3415.00";"床垫";"慕思.凯奇";"5741"
"MCK5-030乳胶双层独立筒弹簧床垫";"180*200*23";;"张";"5414.00";"24610.00";"床垫";"慕思.凯奇";"2716"
"MCK3-052大独立筒弹簧床垫";"200*200*25";;"张";"2980.00";"9121.00";"床垫";"慕思.凯奇";"5809"
"MCK2-031薄款乳胶床垫";"90*200*5";;"张";"1158.00";"3631.00";"床垫";"慕思.凯奇";"5765"
"MCK1-001A全3D椰维康床垫";"149*240*8";;"张";"0.00";"5734.00";"床垫";"慕思.凯奇";"7391"
"MCK3-006六面乳胶独立筒弹簧床垫";"180*200*20";;"张";"5370.00";"19860.00";"床垫";"慕思.凯奇";"1711"
"CK-BC-MCK3-026床垫小样";"51*57*23";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"4508"
"MCK5-060独立筒乳胶床垫";"180*200*16";;"张";"5502.00";"17269.00";"床垫";"慕思.凯奇";"2219"
"MCK1-001护脊连体弹簧单面加2CM床垫";"180*200*27";;"张";"0.00";"5597.00";"床垫";"慕思.凯奇";"6418"
"MCK1-051标准弹簧床垫";"120*200*23";;"张";"1081.00";"3009.00";"床垫";"慕思.凯奇";"7481"
"MCK1-001护脊连体弹簧床垫";"119*188*22";;"张";"807.52";"2712.00";"床垫";"慕思.凯奇";"3127"
"MCK1-051标准弹簧床垫";"130*190*19";;"张";"0.00";"3868.00";"床垫";"慕思.凯奇";"8317"
"MCK1-001护脊连体弹簧床垫";"120*200*25";;"张";"0.00";"3236.00";"床垫";"慕思.凯奇";"5056"
"MCK3-029七区乳胶独立筒弹簧床垫";"180*200*23";;"张";"2618.00";"8797.00";"床垫";"慕思.凯奇";"839"
"MCK1-001A全3D椰维康床垫";"150*230*5";;"张";"0.00";"4345.00";"床垫";"慕思.凯奇";"6787"
"MCK5-061大独立筒弹簧床垫";"180*200*24";;"张";"5059.00";"15862.00";"床垫";"慕思.凯奇";"7438"
"MCK3-003独立筒弹簧床垫";"150*200*22";"加硬/停产/客户退换货";"张";"2056.00";"7102.00";"床垫";"慕思.凯奇";"2194"
"MCK3-038独立筒弹簧床垫";"90*200*23";;"张";"0.00";"3001.00";"床垫";"慕思.凯奇";"6221"
"MCK1-051标准弹簧床垫";"180*200*25";;"张";"0.00";"4943.00";"床垫";"慕思.凯奇";"6471"
"MCK1-001护脊连体弹簧床垫";"200*200*22";;"张";"1712.00";"4622.00";"床垫";"慕思.凯奇";"808"
"MCK1-020清透棉连体弹簧床垫";"120*200*23";;"张";"1621.00";"5600.00";"床垫";"慕思.凯奇";"824"
"MCK5-036B床垫";"193*203*30";;"张";"0.00";"21138.00";"床垫";"慕思.凯奇";"4634"
"MCK1-001A全3D椰维康床垫";"120*200*5";;"张";"939.00";"2535.00";"床垫";"慕思.凯奇";"855"
"MCK3-053床垫";"100*190*18";;"张";"0.00";"3198.00";"床垫";"慕思.凯奇";"6284"
"MCK1-051标准弹簧床垫";"191*206*13";;"张";"0.00";"5802.00";"床垫";"慕思.凯奇";"7945"
"MCK1-001护脊连体弹簧床垫";"150*200*12";;"张";"1009.40";"3415.00";"床垫";"慕思.凯奇";"3712"
"MCK5-032乳胶超微独立筒弹簧床垫";"100*200*9";;"张";"0.00";"6602.00";"床垫";"慕思.凯奇";"6845"
"MCK3-026独立筒弹簧床垫";"180*200*21";;"张";"2027.00";"6806.00";"床垫";"慕思.凯奇";"2356"
"MCK1-001A全3D椰维康床垫";"197*142*5";;"张";"0.00";"3078.00";"床垫";"慕思.凯奇";"6050"
"MCK3-053床垫";"180*200*26";;"张";"0.00";"5254.00";"床垫";"慕思.凯奇";"8083"
"MCK1-001护脊连体弹簧床垫";"180*200*22";"折叠";"张";"0.00";"4523.00";"床垫";"慕思.凯奇";"6698"
"MCK5-037钛合金超微独立筒+连体弹簧床垫";"180*200*23";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"4629"
"MCK2-031薄款乳胶床垫";"106*184*5";;"张";"0.00";"5083.00";"床垫";"慕思.凯奇";"7652"
"MCK1-001A全3D椰维康床垫";"149*215*10";;"张";"0.00";"5907.00";"床垫";"慕思.凯奇";"8084"
"MCK4-008进口七区纯乳胶床垫";"180*200*16";;"张";"6274.00";"19671.00";"床垫";"慕思.凯奇";"818"
"人体工程测试床垫";"180*200*22";;"张";"5291.10";"18705.00";"床垫";"慕思.凯奇";"2809"
"MCK3-053床垫";"150*190*22";;"张";"0.00";"3885.00";"床垫";"慕思.凯奇";"4025"
"MCK5-060乳胶+独立筒床垫";"150*200*20";;"张";"0.00";"14588.00";"床垫";"慕思.凯奇";"2522"
"MCK1-001A全3D椰维康床垫";"150*190*5";;"张";"979.02";"3078.00";"床垫";"慕思.凯奇";"3485"
"MCK3-053床垫";"100*190*14";;"张";"0.00";"3198.00";"床垫";"慕思.凯奇";"7163"
"MCK1-001护脊连体弹簧床垫";"105*200*12";;"张";"0.00";"2814.00";"床垫";"慕思.凯奇";"5740"
"MCK5-030乳胶双层独立筒弹簧床垫";"180*200*30";;"张";"5414.00";"24610.00";"床垫";"慕思.凯奇";"841"
"MCK3-052大独立筒弹簧床垫";"180*190*25";;"张";"0.00";"7933.00";"床垫";"慕思.凯奇";"5782"
"MCK2-031薄款乳胶床垫";"135*190*5";;"张";"1786.00";"5765.00";"床垫";"慕思.凯奇";"1891"
"MCK3-068/大独立筒弹簧/床垫";"150*200*20";;"张";"0.00";"5694.00";"床垫";"慕思.凯奇";"8514"
"MCK1-001A全3D椰维康床垫";"105*200*8";;"张";"0.00";"3584.00";"床垫";"慕思.凯奇";"7361"
"MCK1-070/标准弹簧/床垫";"180*200*23";;"张";"2681.00";"0.00";"床垫";"慕思.凯奇";"8391"
"MCK3-006六面乳胶独立筒弹簧床垫";"180*200*25";;"张";"0.00";"22610.00";"床垫";"慕思.凯奇";"815"
"MCK5-060小独立筒弹簧床垫小样";"51*57*16";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"4491"
"MCK5-060独立筒乳胶床垫";"90*200*16";;"张";"2751.00";"8636.00";"床垫";"慕思.凯奇";"842"
"MCK1-001护脊连体弹簧单面加2CM床垫";"148*189*22";;"张";"0.00";"4612.00";"床垫";"慕思.凯奇";"6354"
"MCK1-051标准弹簧床垫";"120*212*15";;"张";"0.00";"3653.00";"床垫";"慕思.凯奇";"7393"
"MCK1-001护脊连体弹簧床垫";"180*200*22";"水头摆场";"张";"1211.28";"3828.00";"床垫";"慕思.凯奇";"2989"
"MCK3-023乳胶独立筒弹簧床垫";"180*200*23";;"张";"3387.00";"11705.00";"床垫";"慕思.凯奇";"829"
"MCK1-051标准弹簧床垫";"160*194*13";;"张";"0.00";"4512.00";"床垫";"慕思.凯奇";"8295"
"MCK1-001护脊连体弹簧床垫";"150*200*25";;"张";"0.00";"4018.00";"床垫";"慕思.凯奇";"5055"
"MCK3-029七区乳胶独立筒弹簧床垫";"180*200*25";;"张";"2886.00";"8797.00";"床垫";"慕思.凯奇";"838"
"MCK1-001A全3D椰维康床垫";"150*165*8";;"张";"0.00";"4062.00";"床垫";"慕思.凯奇";"6782"
"MCK5-061大独立筒弹簧床垫";"200*200*25";;"张";"0.00";"18240.00";"床垫";"慕思.凯奇";"6240"
"MCK3-003独立筒弹簧床垫";"180*200*22";"总仓库存/停产";"张";"2407.00";"9148.00";"床垫";"慕思.凯奇";"2020"
"MCK3-038独立筒弹簧床垫";"150*200*19";;"张";"0.00";"5098.00";"床垫";"慕思.凯奇";"6075"
"MCK1-051标准弹簧床垫";"150*200*21";;"张";"0.00";"3655.00";"床垫";"慕思.凯奇";"6465"
"MCK1-001护脊连体弹簧床垫";"180*200*22";;"张";"1489.00";"4018.00";"床垫";"慕思.凯奇";"807"
"MCK1-020清透棉连体弹簧床垫";"90*200*23";;"张";"1216.00";"4201.00";"床垫";"慕思.凯奇";"823"
"MCK3-053床垫";"180*190*22";;"张";"0.00";"4569.00";"床垫";"慕思.凯奇";"6018"
"MCK1-051标准弹簧床垫";"162*200*21";;"张";"0.00";"4512.00";"床垫";"慕思.凯奇";"7930"
"MCK1-001护脊连体弹簧床垫";"180*200*12";;"张";"1211.28";"4018.00";"床垫";"慕思.凯奇";"3711"
"MCK5-032乳胶超微独立筒弹簧床垫";"150*189*9";;"张";"0.00";"8015.00";"床垫";"慕思.凯奇";"6785"
"MCK3-026独立筒弹簧床垫";"180*190*23";;"张";"2027.00";"8797.00";"床垫";"慕思.凯奇";"2057"
"MCK1-001A全3D椰维康床垫";"198*180*5";;"张";"0.00";"3621.00";"床垫";"慕思.凯奇";"6049"
"MCK3-053床垫";"120*200*22";;"张";"1119.00";"3198.00";"床垫";"慕思.凯奇";"7983"
"MCK1-001护脊连体弹簧床垫";"150*195*12";;"张";"0.00";"3415.00";"床垫";"慕思.凯奇";"6518"
"MCK5-036超微独立筒+连体弹簧床垫";"200*220*22";;"张";"4932.00";"17849.00";"床垫";"慕思.凯奇";"4445"
"MCK2-031薄款乳胶床垫";"150*215*5";;"张";"0.00";"7099.00";"床垫";"慕思.凯奇";"7359"
"MCK1-001A全3D椰维康床垫";"173*174*20";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"8031"
"MCK4-008进口七区纯乳胶床垫";"150*200*16";;"张";"5333.00";"19671.00";"床垫";"慕思.凯奇";"817"
"人体工程测试床垫";"200*210*20";;"张";"6820.74";"24316.00";"床垫";"慕思.凯奇";"846"
"MCK3-053床垫";"150*200*22";;"张";"1359.00";"3885.00";"床垫";"慕思.凯奇";"3830"
"MCK5-060乳胶+独立筒床垫";"180*200*20";;"张";"5153.00";"17329.00";"床垫";"慕思.凯奇";"2521"
"MCK1-001A全3D椰维康床垫";"120*190*8";;"张";"1049.00";"3523.00";"床垫";"慕思.凯奇";"2072"
"MCK3-053床垫";"90*200*22";;"张";"800.00";"2286.00";"床垫";"慕思.凯奇";"6760"
"MCK1-001护脊连体弹簧床垫";"240*145*18";;"张";"0.00";"4024.00";"床垫";"慕思.凯奇";"5477"
"MCK3-029七区乳胶独立筒弹簧床垫";"180*210*25";;"张";"0.00";"10996.00";"床垫";"慕思.凯奇";"5844"
"MCK3-052大独立筒弹簧床垫";"180*200*19";;"张";"0.00";"7933.00";"床垫";"慕思.凯奇";"4978"
"MCK2-031薄款乳胶床垫";"110*200*5";;"张";"1429.00";"4610.00";"床垫";"慕思.凯奇";"1890"
"MCK3-068/大独立筒弹簧/床垫";"150*190*16";;"张";"0.00";"5694.00";"床垫";"慕思.凯奇";"8322"
"MCK1-001A全3D椰维康床垫";"90*190*5";;"张";"0.00";"1811.00";"床垫";"慕思.凯奇";"7316"
"MCK3-006六面乳胶独立筒弹簧床垫";"180*200*16";;"张";"4994.00";"16447.00";"床垫";"慕思.凯奇";"814"
"CK-BC-MCK5-036床垫小样";"50*57*22";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"4490"
"MCK5-039乳胶超微独立筒床垫";"200*220*23";;"张";"0.00";"13961.00";"床垫";"慕思.凯奇";"7527"
"MCK1-010床垫";"90*200*16";"停产";"张";"0.00";"0.00";"床垫";"慕思.凯奇";"4720"
"MCK1-001护脊连体弹簧单面加2CM床垫";"180*200*16";;"张";"0.00";"5215.00";"床垫";"慕思.凯奇";"6084"
"MCK1-051标准弹簧床垫";"150*213*15";;"张";"0.00";"4298.00";"床垫";"慕思.凯奇";"7392"
"MCK1-001护脊连体弹簧床垫";"180*200*16";;"张";"1211.00";"4018.00";"床垫";"慕思.凯奇";"2458"
"MCK1-020清透棉连体弹簧床垫";"120*190*17";;"张";"0.00";"6174.00";"床垫";"慕思.凯奇";"7263"
"MCK1-051标准弹簧床垫";"120*190*23";;"张";"0.00";"3009.00";"床垫";"慕思.凯奇";"8273"
"MCK1-001护脊连体弹簧床垫";"176*245*18";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"4444"
"MCK2-028乳胶记忆棉床垫";"90*200*15";"水头摆场";"张";"1717.00";"7333.00";"床垫";"慕思.凯奇";"2990"
"MCK1-001A全3D椰维康床垫";"136*210*8";;"张";"0.00";"5017.00";"床垫";"慕思.凯奇";"6781"
"MCK5-061大独立筒弹簧床垫";"180*200*25";;"张";"0.00";"15862.00";"床垫";"慕思.凯奇";"5278"
"MCK3-003独立筒弹簧床垫";"180*200*22";"加硬";"张";"2794.00";"9610.00";"床垫";"慕思.凯奇";"812"
"MCK3-038独立筒弹簧床垫";"150*200*20";;"张";"0.00";"5098.00";"床垫";"慕思.凯奇";"6074"
"MCK1-051标准弹簧床垫";"180*200*13";;"张";"0.00";"4298.00";"床垫";"慕思.凯奇";"6464"
"MCK1-001护脊连体弹簧床垫";"150*190*22";;"张";"1030.00";"3415.00";"床垫";"慕思.凯奇";"806"
"MCK3-019凝胶记忆棉迷你独立筒弹簧床垫";"180*200*25";"居然摆场";"张";"3880.00";"21340.00";"床垫";"慕思.凯奇";"2372"
"MCK3-053床垫";"120*190*22";;"张";"0.00";"3198.00";"床垫";"慕思.凯奇";"6017"
"MCK1-051标准弹簧床垫";"150*190*13";;"张";"0.00";"3655.00";"床垫";"慕思.凯奇";"7875"
"MCK1-001护脊连体弹簧床垫";"120*180*22";;"张";"824.00";"2712.00";"床垫";"慕思.凯奇";"3621"
"MCK5-032乳胶超微独立筒弹簧床垫";"147*234*9";;"张";"0.00";"10374.00";"床垫";"慕思.凯奇";"6525"
"MCK3-026独立筒弹簧床垫";"135*200*17";;"张";"1723.00";"5673.00";"床垫";"慕思.凯奇";"835"
"MCK1-001A全3D椰维康床垫";"150*180*8";;"张";"0.00";"4062.00";"床垫";"慕思.凯奇";"5995"
"MCK3-053床垫";"144*189*20";;"张";"0.00";"3885.00";"床垫";"慕思.凯奇";"7849"
"MCK1-001护脊连体弹簧床垫";"150*195*22";;"张";"0.00";"3415.00";"床垫";"慕思.凯奇";"6444"
"MCK5-036超微独立筒+连体弹簧床垫";"200*220*30";;"张";"0.00";"21138.00";"床垫";"慕思.凯奇";"4361"
"MCK2-031薄款乳胶床垫";"150*195*5";;"张";"0.00";"6173.00";"床垫";"慕思.凯奇";"7188"
"MCK1-001A全3D椰维康床垫";"90*190*10";;"张";"0.00";"2896.00";"床垫";"慕思.凯奇";"7933"
"MCK4-005进口七区纯乳胶床垫";"90*200*16";;"张";"3050.00";"10044.00";"床垫";"慕思.凯奇";"816"
"人体工程测试床垫";"180*210*20";;"张";"5859.90";"20714.00";"床垫";"慕思.凯奇";"845"
"MCK3-053床垫";"180*200*22";;"张";"1599.00";"4569.00";"床垫";"慕思.凯奇";"3815"
"MCK5-060乳胶+独立筒床垫";"180*20*16";;"张";"0.00";"16447.00";"床垫";"慕思.凯奇";"2520"
"MCK1-001A全3D椰维康床垫";"180*200*10";;"张";"2145.00";"5790.00";"床垫";"慕思.凯奇";"863"
"MCK3-053床垫";"200*220*22";;"张";"2079.00";"5940.00";"床垫";"慕思.凯奇";"6562"
"MCK1-001护脊连体弹簧床垫";"245*176*18";;"张";"0.00";"5165.00";"床垫";"慕思.凯奇";"5476"
"19B床垫";"180*200*25";;"张";"0.00";"19400.00";"床垫";"慕思.凯奇";"7037"
"MCK3-029七区乳胶独立筒弹簧床垫";"D=210*27";"圆床折叠";"张";"0.00";"14793.00";"床垫";"慕思.凯奇";"5652"
"MCK3-052大独立筒弹簧床垫";"180*207*19";;"张";"0.00";"9122.00";"床垫";"慕思.凯奇";"4977"
"MCK2-031薄款乳胶床垫";"90*190*5";;"张";"1072.00";"3458.00";"床垫";"慕思.凯奇";"1889"
"MCK3-068/大独立筒弹簧/床垫";"180*200*24";;"张";"0.00";"7704.00";"床垫";"慕思.凯奇";"7918"
"MCK1-001A全3D椰维康床垫";"90*200*10";;"张";"0.00";"2896.00";"床垫";"慕思.凯奇";"7307"
"MCK3-006六面乳胶独立筒弹簧床垫";"90*200*16";;"张";"2499.00";"8224.00";"床垫";"慕思.凯奇";"813"
"MCK5-039乳胶超微独立筒床垫";"180*200*25";;"张";"0.00";"12350.00";"床垫";"慕思.凯奇";"7420"
"MCK1-001护脊连体弹簧单面加2CM床垫";"126*190*12";;"张";"0.00";"4405.00";"床垫";"慕思.凯奇";"6056"
"MCK1-051标准弹簧床垫";"90*200*23";;"张";"772.00";"2149.00";"床垫";"慕思.凯奇";"7264"
"MCK1-001护脊连体弹簧床垫";"150*200*26";;"张";"1796.34";"4018.00";"床垫";"慕思.凯奇";"2192"
"MCK1-020清透棉连体弹簧床垫";"120*190*23";;"张";"0.00";"6174.00";"床垫";"慕思.凯奇";"6187"
"MCK1-051标准弹簧床垫";"160*190*13";;"张";"0.00";"4298.00";"床垫";"慕思.凯奇";"8262"
"MCK1-001护脊连体弹簧床垫";"145*240*18";;"张";"0.00";"0.00";"床垫";"慕思.凯奇";"4426"
"MCK2-028乳胶记忆棉床垫";"90*200*15";"现代摆场";"张";"2020.00";"7333.00";"床垫";"慕思.凯奇";"2808"
"MCK1-001A全3D椰维康床垫";"158*192*8";;"张";"0.00";"4779.00";"床垫";"慕思.凯奇";"6699"
"MCK3-003独立筒弹簧床垫";"180*200*22";;"张";"2780.00";"8316.00";"床垫";"慕思.凯奇";"811"
"MCK3-038独立筒弹簧床垫";"150*190*23";;"张";"0.00";"5098.00";"床垫";"慕思.凯奇";"5480"
"MCK1-051标准弹簧床垫";"180*200*21";;"张";"0.00";"4298.00";"床垫";"慕思.凯奇";"6186"
"MCK1-001护脊连体弹簧床垫";"150*200*22";;"张";"1266.00";"3415.00";"床垫";"慕思.凯奇";"805"
"MCK3-019凝胶记忆棉迷你独立筒弹簧床垫";"150*200*25";;"张";"3659.00";"17782.00";"床垫";"慕思.凯奇";"2173"
"MCK3-053床垫";"150*228*14";;"张";"0.00";"4662.00";"床垫";"慕思.凯奇";"5788"
"MCK5-032乳胶超微独立筒弹簧床垫";"150*200*9";;"张";"2556.00";"8015.00";"床垫";"慕思.凯奇";"6343"
"MCK3-026独立筒弹簧床垫";"150*190*23";;"张";"1723.00";"5673.00";"床垫";"慕思.凯奇";"834"
"MCK1-001A全3D椰维康床垫";"150*203*5";;"张";"0.00";"3540.00";"床垫";"慕思.凯奇";"5694"
"MCK3-053床垫";"135*200*18";;"张";"0.00";"4569.00";"床垫";"慕思.凯奇";"7711"
"MCK1-001护脊连体弹簧床垫";"150*200*20";;"张";"0.00";"3415.00";"床垫";"慕思.凯奇";"6106"
"MCK5-036超微独立筒+连体弹簧床垫";"180*200*22";"现代摆场";"张";"3190.56";"13075.00";"床垫";"慕思.凯奇";"2811"
"MCK2-031薄款乳胶床垫";"180*200*5";;"张";"2316.00";"7262.00";"床垫";"慕思.凯奇";"7100"
"MCK1-001A全3D椰维康床垫";"130*200*8";;"张";"0.00";"4062.00";"床垫";"慕思.凯奇";"7905"
"MCK3-006六面乳胶独立筒弹簧床垫";"180*200*16";"停产/水头摆场";"张";"4788.29";"16447.00";"床垫";"慕思.凯奇";"2992"
